Reviews,Labeler,Useful?,Comments,Original_type
"I would also like to know where it is connected to that it is getting readings from. It is no where close to any of the reading in this area that I live in.    
",,1,,Dep
"ETA May13, 2017 i'm using speech to text right now because my app spends more time crashing I'm working. This back is soon as they fix it It won't even let me look to the regular keyboard I have to shut my phone off completely    
",,1,,Dep
"I can't believe this app doesn't offer something as basic as beats per minute. Without that you really have no idea if you're actually hearing the baby's heartbeat, your own heartbeat, or just static from moving the phone around. I want my money back, I have no reason to ever use this again.     
",,1,,Usa
"This does not work. Only regret I promise. Just save your money.    
",,1,,Dep
"Love this app it's basically all I use for work so five stars but this update has really messed up my whole situation    
",,1,,Sup
"I had Keepsafe for many months. I then checked on it one day, I didn't update my phone or anything and all my photos were gone I don't know what to do to recover my hundreds of photos    
",,1,,Dep
"When sending berries to a gym when not near it, my piano berry remained on the screen and it wouldn't allow me to do anything but select it as if it were still in the Gym Pokmon Screen.    
",,1,,Dep
"i downloaded this app about 2 years ago and it deleted many of my photos and i could not get them back    
",,1,,Dep
"This app is not recognizing my password please help    
",,1,,Usa
"The biggest issue is freezing. Happens too frequently, especially in the Notes app which I use a lot. Why does it crash all the time.     
",,1,,Dep
"I have to say that after using this app compared to the multitude of other weather notification apps that I have, I am not impressed at all. I live in Savannah, GA where we get some pretty bad weather from time to time and I like to know when that weather is on my back door. Just recently we had a mild tornado outbreak, as well as a slew of severe thunderstorms. Of all of the apps that I have for weather with the notifications turned on, NOAA was the very last app to give me a notification that the storm was happening, and at times that notification was almost an hour after the storm had passed. If this was the only app that I had giving me notifications, my family and myself could have wound up seriously injured or worse if just one of those tornado producing storms had hit my house and I was relying on this app. The sad thing is that this is a paid app, that I purchased for a little bit of reassurance during bad weather to give me some piece of mind and the only thing it has done is make me more weary about severe weather in my area. And for anyone that reads this and is wondering, this has not been the only time that the app has been extremely delayed in letting me know that there was bad weather approaching. It happened in April, as well as January, during the tornado outbreak across GA. So basically, it's not a fluke.     
",,1,,Dep
"If you didn't know, google translate is not that accurate.....    
",,1,,Dep
"Tried to open yesterday and the initializing screen loads, and loads and loads, but the app doesn't launch.  Had worked fine sine purchasing this summer.  I love this app but.......   
",,1,,Dep
"I just wanna know what my schedule is. Never able to log on. Ughh    
",,1,,Dep
"I have held on to the older Accuweather app, but I recenty updated.  Big mistake.  The older app had a great, colorful display.  Now the display has 95 white background with tiny, Applelike, fisherprice icons, and almost unreadable font.  I used Accuweather app for years, but I dumped this new piece of trash.  The Weather Channel app is now much better, trying to be informative and easy to read, rather than Accuweather's toohipforitsowngood illegible new format.     
",,1,,Usa
"The widget is now worthless without the ataglance forecast that used to be there.     
",,1,,Usa
"Please fix this bc I'm missing out on important updates.     
",,1,,Sup
"The Language  its not changing To Kanji In Japanese Translations are also incorrect.    
",,1,,Usa
"Constantly a blank screen where you must open and close apps, shut off the phone, or tap fields multiple times to load.    
",,1,,Dep
"After running updates on computer with iTunes, you still have to manually update all Google crap from each mobile device.  This means iPhone, iPad  iPod Touch all have to be done separately.  That wastes my time     
",,1,,Sup
"This would be a 5 star review if I didn't need to reinstall the keyboard just to finish typing an email or text message, or use text input literally anywhere, after switching apps or clicking outside of the input box or some other unknown arbitrary action that Swype decides it just can't handle.     
",,1,,Dep
"Acknowledges there was a change  WTH  I was using that as a benchmark on how much Reno to do. Go back.    
",,1,,Dep
"Wanna like the game but most of the time when I play I'm a passenger in a car cuz I have no friends and I can't collect things from pokemarts in a car so fix it and I'll love this game     
",,1,,Usa
"Great suggestion I have though, why not have specific add ons people can download for specific areas and cities, for hikes and fun places to go, for walking tours and self guided educational experiences via Google maps     
",,1,,Usa
"Great userfriendly app except setting silent alarms is a little ambiguous. It would be nice if I didn't have to reset my phonedevice or reinstall the app every time I want to download my data.    
",,1,,Usa
"This app was so cool when I played with it in the Apple Store. I got home and downloaded it for my iPad Pro but the stupid thing crashes EVERY TIME Ironically adobe sketch works way better and it was free. Complete let down.    
",,1,,Dep
"Every time I go to read a new inbox message, the message is blank once opened. I'll restart the app, go to the message several times, and if I'm lucky it will finally show the bodycontent of the message.     
",,1,,Dep
"Screen locks up and the current sky viewing direction does not move with the iPad movement.     
",,1,,"Dep,Usa"
"The widget's text overlaps with previous weather forecasts after about a day or so and becomes unreadable.    
",,1,,Usa
"Its POURING down rain, been cloudy all day yet none of it is reflected in the app. It has said  partly cloudy all day and no precipitation in the next 120 minutes. But its POURING Now  The two stars are because the temp readings have been mostly accurate.    
",,1,,Dep
"The game keeps crashing on my iPhone 6 and I can play at all and my version I'm running on my iPhone 6 is 9.3.2 can u help    
",,1,,"Dep,Sup"
"The application updated without my knowledge, and stopped halfway I then checked back and it DELETED the app. I was furious, I redownloaded it and experienced the same problems as everyone else     
",,1,,Dep
"Just need to know how to retitle documents. This process needs to be easier and intuitive. Please add.     
",,1,,Usa
"This game is fun and addictive, but it constantly crashes and heats up my phone after maybe 46 minutes of use. If I get through a gym battle it's a miracle, since the game especially lags when you try to interact with them. Seems like this latest update is worse about it than ever.    
",,1,,Dep
"I use Google Translate a ton when I'm traveling and typically download the languages I need offline to access them even when not connected to wifi. Such a great option I'm also learning a language to communicate with my partner's family, so it has been great for initial conversations with them especially the micconvo options and also for helping me with my class work. So useful    
",,1,,Usa
"Don't buy this app. Seriously. The app tells you that it is most effective during a certain time of your pregnancy, and I am about to bust at the seams and it still doesn't work.    
",,1,,Dep
"It was a good ride but this game has lost all its luster. Legendaries are buggy at best gym rework is horrendous way better and more lucrative before. The PVP is still nowhere to be found as are the rest of the shiny Pokmon. Chicagos event was a disaster at best the refund for traveling was a joke and it's been the same constant problem the servers. I've tried to overlook everything and I must say I've truly TRIED but this last hiccup was my last. Never thought I'd uninstall this one but sadly the day has come nowhere near as fun as it was upon release and I don't see it getting any better.     
",,1,,Dep
"the app is really smooth working and plays great the only complaint i have is it skips over songs quite alot but other than that i love it   
",,1,,Usa
"The other main issue is the autocorrect feature which automatically changes words even if they're right. It gets really annoying to have to retype the same words over and over.     
",,1,,Usa
"The radar has changed a lot from the prior edition. In the prior edition, you could click to show storm chases I am a chaser. I used this app daily to see where the other chasers were. Now you don't have the option. Also the map had more informative info such as small towns. This new map isn't worth the 3.99. Very disappointed.     
",,1,,Usa
"This is my third kid I'm far enough along and this app is junk. I sat around for 25 minutes looking for a heartbeat, but the white noise and quiet nature of the built in microphone made my endeavor pointless. I think 4.99 for this app is a JOKE. I listened to the sample sounds and followed tutorials nada. Don't waste your money. I want a refund....     
",,1,,Usa
"I can't delete anything  It's really frustrating but I love this app and don't be discouraged, it's an AMAZING APP. It's so good aside from the delete thingamabob.... Buy it So worth the money     
",,1,,Usa
"Fast, pretty accurate and easier to use than other similar apps. The only issue I personally noticed is that map view will enlarge, but the fontstreet name won't, making it difficult to read sometimes.    
",,1,,Usa
"Latest update crashes every single time. Please fix urgently.    
",,1,,Dep
"I've been using the English to Chinese translation to help learn certain words and characters, but I've come to notice that direct translations can only get you so far. The differences in grammar and sentence structure for languages prevents any app from seamlessly transforming something from one language to another. Also, you may get a different translation depending on the structure of your input phrase, so make sure that the translation you receive is in the correct tense and word form.     
",,1,,Dep
"won't stop crashing can you fix this    
",,1,,Dep
"This is a straightforward, easytouse app for PDF scanning, editing, etc. on the go.  Would be great to have the option to select more than one file to share in a email.    
",,1,,Usa
"Last update they did, killed the app.  Can't log in to it or onto their website.  Both are malfunctioning.    
",,1,,Dep
"I really like the UI overhaul in the recent update. My only complaint is that I miss being able to see the list of scanned files.     
",,1,,Usa
"So far, I love this app and will change my rating upon an update. It's easy to use and import songs.  BUT.. and it's a big but.. without the ability to scrub playback forwards or backwards, or at least go backforward 10 seconds or so with a button, it's very hard as a music professional to learn, makes charts for, or quickly critique mix issues of songs. Dropbox is primarily a storage or file share app not a music player per se. So having playlist ability is awesome but we need to be able to rewind or at least see a useable, selectable timeline for this to be a truly great app.    
",,1,,Usa
"It seems to have a very restricted range of responses. Tried What is the Narrangeset tribe, What are the Seven Nations, Where is Khem, Who were the Conversos Paid for it Expert input Maybe it will improve But for now my best choices are Wordplex, Google, and publicly available repositories like libraries, archives, and universities.     
",,1,,Usa
"I like it and use it a lot. The plot lines are super useful. I wish they could be a bit more accurate. Overall it's very useful.     
",,1,,Dep
"I  can't even hear my own heartbeat, I watched the videos. I want my money back. What a joke.    
",,1,,Usa
"the new update is super dumb, why is it black and it just went down the toilet     
",,1,,Usa
"Why are state and country borders so hard to see  They used to be ok.  Now sometimes when I zoom in I can't even find them.  WHAT is that about  Is it a secret  The quality is definitely going down.     
",,1,,Usa
"can't fill forms, says such requires use the windows or mac. What a joke, one that isn't even funny I used another app and works fine. Thereby making the claim Requires wrong. Of course Adobe won't say to use another program, and does not even list the fill and sign mobile app, further making the Requires error even more ...errant, ha.     
",,1,,Sup
"Asks to agree to terms EVERY time you open the app. This should only be asked during the first screen load.      
",,1,,Usa
"Really like this app but it needs an update or it's not going to work with future Apple updates. Big concern    
",,1,,Sup
"I used to use Prisma all the time.  Now it pretty much crashes 95 of the time.    
",,1,,Dep
"I've watched my home increase in value, in a very hot market in Northern California, and the values on Zillow generally matched the comparable S in my location, now, seemingly overnight, my home has lost over 160,000  Did CNN buy out Zillow  Fake Real Estate Values    
",,1,,Dep
"Good app but please please please would like to see easier options to switch from freeway to streets routes and real scenery street views    
",,1,,Usa
"Games just crashes every time I download it    
",,1,,Dep
"The app is okay but it awfully translates any idiom to Spanish. It makes the translations sloppy.     
",,1,,Dep
"I paid for this game and I deleted for no reason and I got it again and now I can't link account and have to pay 10 dollars again    
",,1,,Sup
"We are cleaning up for you is the message the app gives when I start it. What did I do that needs clean up Maybe the message should be we are cleaning up after our dumb developers      
",,1,,Usa
"I've Been with keep safe from the begging. I'm extremely furious at the fact that ALL OF MY STUFF WAS DELETED WITHOUT MY PERMISSION.    
",,1,,Dep
"I paid 10 for an app that doesn't work. It constantly crashes  I end up losing toads because of it. Disappointing. Would definitely uninstall if I hadn't paid for it.    
",,1,,Dep
"Don't buy this app until they fix the sync feature.  Without it the app is pretty useless. On writing Navionics about why I could no long sync with my Raymarine they basically told me to go to hl. Also they are some how blocking reviews on their other produces so that customers can't see how much they screwed us.    
",,1,,Sup
"Im really upset cause it doesn't work I really want a refund I even try it with my own heart beat and I doesn't do anything    
",,1,,Dep
"From the website, the new logbook set up is awful and not very functional. The old version was much easier to scroll logs and replies when scanning for specific details. It also used to put log notes in order of the time the were entered. There doesn't seem to be any rhyme or reason for the ordering now.     
",,1,,Usa
"What used to be my goto illustration app is now completely useless. Every time I zoom in, or paste an object  the app crashes 100 of the time. A very hasty and untested update  please repair the damage. I love this app and NEED this app to do work    
",,1,,Dep
"I purchased the app and I'm still unable to go to the next world. It states for 9.99 you have access to all worlds but this was not the case for me. I was unable to contact Nintendo about the issue. Don't waste your money     
",,1,,Dep
"For those seeking a video retoucher that DOESN'T crash, I've switched to Brushstroke. The video filters cost .99, but are worth it and reliable.     
",,1,,Dep
"I wish that there were more information on how I compare to others playing. Like a leaderboard or something that can let me know where I stand compared to others.    
",,1,,Usa
"Over past several months the keyboard will simply disappear when I try to type within any application. A large grey box appears where the keyboard should be but.. no keyboard.     
",,1,,"Dep,Usa"
"Now it just crashes and locks up your phone. Hope they can get this back to be an awesome app again.    
",,1,,Dep
"The implementation is pretty buggy, with the keyboard not showing or freezing, and other glitches.    
",,1,,Dep
"Just one thing add Siri integration please. I really need it.     
",,1,,Sup
"I love it but why should we have to use premium and pay for something that's just COLORED SQUARES on a SCREEN We should at least be able to do 5 games a day. Not 3. But thank u for even making the game, really love it.     
",,1,,Usa
"It restarts my phone and shuts off every time I open it    
",,1,,Dep
"I have had this app for a while.  Not sure if it is because of the update but the app no longer opens for me.  Just crashes.   I am at a loss now of what to do    
",,1,,"Sup,Usa"
"Seriously Theres no way quick and easy way to rotate and lock rotation Also this needs a thumbnail view to quickly find the exact page within a multipage document. Also would be nice to have more choices other than night mode, such as sepia, and other effects. Xodo on windows 10 has a lot of nice effects. Wish adobe would incorporate those as well.     
",,1,,Usa
"Good simplified Chinese Latin based languages, horrible at Japanese to English. Please fix and make it more usable.    
",,1,,Dep
"Can't use it anymore, the safari bug makes it unusable.    
",,1,,"Dep,Sup"
"Came back here to write a review and had to close the app again to be able to get the keyboard to pull up. Works about half the time. Had same keyboard with Android. Too buggy to deal with anymore    
",,1,,Dep
"You should add an on your way feature some times i need to go to school and i need coffe but i want it to be on the way , I don't want to get off my road to get it     
",,1,,Usa
"At first, I loved the App, but now I think the temperatures of the day are very inaccurate. So I also use Weather.com     
",,1,,Dep
"I've regularly cruised through all the other sites to try to get information about a property or area and truthfully Zillow has become my go to site. Everything is organized in an efficient manner and I find out pretty much everything I need to know... maybe I'm missing an extra 5 that I would find from the local school district. I love using Zillow.    
",,1,,Usa
"I don't like the user interface. They could have made this way more interactive.     
",,1,,Usa
"Will not let me log in. What is the problem? Fix    
",,1,,Dep
"I LOVe this App. But recently it just crashes in the middle of my project. I don't know what's up but I wish it was working correctly    
",,1,,Dep
"Worked fine until recently on my iPad.  Now whenever I am viewing a page in a multipage document, it will very often go back to the docs first page.  My wifes iPad experiences the same problem.  Can happen several times in a row.  Not fun.    
",,1,,Usa
"We had 13 people for a Lugia raid. Beat lugia in battle and the game locked up for all of the players. Nobody was able to capture because our games all froze once Lugia was in the ball. We all wasted Raid passes    
",,1,,Dep
"After the last update I havent been able to play any music on any of my apple devices through the app. I just keep getting the message that my station is buffering and will be right back... Before now I have never had any problems and have always relied on Pandora for some good music     
",,1,,"Per,Sup,Usa"
"I don't get it. I deleted and re installed, restarted iPhone and iPad...    
",,1,,Usa
"Something must have happened with the newest update because it works fine until I try to use it in Facebook Messenger and then it crashes, not allowing me to even change the keyboard. The only way I can get Swype back is to shut off my phone and turn it back on again.     
",,1,,Dep
"Update Still agree with the above and more When i have deleted a home because i dont like it it keeps coming back If i delete it stop putting it back I want my saved home those that i have approved of  Also if i say beach front, that is all i want. No marsh front, no canal front. Make my filters important When i get a new house message, mark it as a new one Sometimes i cant find it     
",,1,,Usa
"The application is very bad and slow and requires years of light until the human depends on it in daily tasks     
",,1,,"Per,Usa"
"I think Luminosity is wonderful. The exercise Tidal Treasures  is much to long because it has 3 turns. I feel 1 turn would be enough, thus constraining on the one without thinking that this has to be done 2 more times     
",,1,,Usa
"Ultimately it rains pretty good for 5 hours, plenty of time to correct the forecast but it was still incorrect.     
",,1,,Dep
"Can't get my nearby traffic widget to work. What is the problem.    
",,1,,Dep
"When using an apostrophe Adobe converts it to TM and when using a dash, it is converted to CE. There is no help for this issue.    
",,1,,Usa
"I really appreciate that MARIO is finally on iOS, but the gameplay is not great and I keep getting frustrated that I can't go backward or hit bricks that are too close together. I'm going to stick with the NES in my living room for now. I hope Nintendo tries again    
",,1,,Usa
"App update says it's compatible to iPad modelversion in description but when trying to update it pops up not compatible. Which is it    
",,1,,Sup
"I hope they'll consider onetime payment schema.. i dont need the cloud service.. so i dont wAnna pay annually..just need the app     
",,1,,Sup
"After every 45 songs, youll get a minutes worth of adds. Its not that bad, but still annoying they want us to buy the ad free one. Also it been crashing a lot lately. Its been so aggravating that I actually downloaded Spotify because of it    
",,1,,"Dep,Usa"
"Disappointing That it will not load any further than the red Nintendo screen, when you tap to open app.. IPhone 6plus..     
",,1,,"Sup,Usa"
"This game is so buggy and it crashes when u finish a legendary raid. This game is dead.    
",,1,,Dep
"Have recommended to a bunch of friends and coworkers. However, lately when I try and mix a photo into another, the photo being mixed shows up pixelated. Smooths out when moved or the erase or add function is used, but goes back to pixelated and saves pixelated.   
",,1,,Dep
"Not sure what happened but it can't find me at home any more.     
",,1,,Dep
"New update is terrible. App crashes upon opening. how do I go back in time to the old version    
",,1,,Dep
"Should have guessed with a 5 Doppler when the ones online are around 50. This wouldn't even pick up on my heart beat  so of course it didn't pick up baby's heartbeat. Garbage.    
",,1,,Usa
"Just upgraded to the newest version. Crash bug remains. Fix it    
",,1,,Dep
"Would be a great game if it did not take ten minutes to load even on hi speed wifi. Not worth the wait. Try again Nentendo.    
",,1,,Per
"All of a sudden, it crashes and doesn't predict the words I'm swiping as it did before. Please fix    
",,1,,Dep
"Used to be good but horrible now. Ever since the last upgrade every time I look at the app I have to go thru an upgrade process.  What a pain.    
",,1,,Usa
"Long time veteran user of Google Maps. Unfortunately the application now freezes when searching and has other bugs. Could be due to iOS 11 I have an iPhone 7 with iOS 11.0.3.    
",,1,,"Dep,Usa"
"I hear my heartbeat just fine and I'm 35 weeks now. But I don't hear the baby's heart rate at all. And if I try adjusting it around my belly, I get sounds but the sounds are from my movements or accidentally tapping my phone. Not to mention you have to be in a really quiet space. Maybe you can hear the baby and I'm just mistaking it for something else but it doesn't give me much relief use this app.    
",,1,,Usa
"I've always loved Google Maps, but I just deleted it.  One of the recent updates across their line, results in being logged into Google Voice, Google Maps, and the main Google app  by just logging into one of the three.  I prefer only to be logged into Google Voice, but now I have no choice but to be logged into everything with the same account.  Beyond not wanting to be logged into Google Maps at all, what if I wanted to be logged in via a second account  Not possible.     
",,1,,Usa
"I've been giving this app a chance since my second trimester, I'm now due in 3 days and I still can't pick up my baby's heartbeat.    
",,1,,Usa
"I used to be able to see a LIST of 3 alternative routes, where is it It used to show the time without traffic. Why did you take away the features that set you apart from other GPS apps Listen to your users We don't care about easily switching between walking, bussing, or train Or hearing that the route is clear and you'll arrive on time. You've taken away amazing features and replaced them with useless ones.     
",,1,,Usa
"Everything has worked fine until the latest update where it says authentication failure even though I able able to log in with the same info on the internet.    
",,1,,Dep
"Please fix the crashing issue. Other than that, I like the filters.    
",,1,,Dep
"Been waiting for almost a year for new levels. What's taking so long. Update the app already.      
",,1,,Sup
"Have not heard any heartbeat and currently 32 weeks. I'll keep giving it a shot but definitely not worth your money. Feeling your baby move is more fascinating than placing your phone only for it to pick up the movements you already feel with your hands.    
",,1,,Usa
"Very useful alerts, accurate in real time, and can be used when you are not on their website. I like the nature of the information it provides, but the app needs a lot to make it more user friendly.    
",,1,,Usa
"2. It would be nice to see what the travel time would be without traffic. This feature was part of the app in the past, but was taken out at some point.     
",,1,,Usa
"US map only has half the Great Lakes including Detroit River.  No more apparent detail than previous versions and Internet is required to download details.  No upgrade path and customer service is useless.  Old version is better but not great either.  Leaves me wishing they could get this right  maybe Lakemap can get something together.  An ipadiphone dual version would be nice since I would hate to pay twice for a bad app.  Support for older maps is horrible and upgrade offers little reward.     
",,1,,Sup
"Why can I not expand the graphs to view them What's the point of the plots if they're limited to some arbitrary x and y ranges AAAHGHHHHHHGGGGGG     
",,1,,Usa
"I had to update even tho I couldn't for the latest IOS. When I did, I noticed I lost all my previous scores and many of the games I had especially under language.    
",,1,,Sup
"What happened to the Arabic picture translate. You can't learn a language in one day. The app used to support it and now it does not. I am not happy at all. No, other apps use it either. Just my luck I guess. Dictionary here I come.     
",,1,,Sup
"Updated and now it won't let me log in. Tried to reset password and it still won't let me log in.    
",,1,,Dep
"This app is so amazing, but Apple has ruined my ipad2. The app crashes multiple times before stabilizing.    
",,1,,"Dep,Sup"
"No easy playlist management e.g. can't add an album to a playlist, no queue function, player skips songs when listening to an album with no shuffle. These features are needed and add in the next update please.     
",,1,,Usa
"Just paid 3 for this app and the second I opened it it said it's no longer functional because the developers haven't updated the app in years so iOS won't run it anymore. Absolute scam.     
",,1,,Sup
"I downloaded the app 7917 and the first time I opened it, a pop up said it needs to be updated by the developer. Don't waste your money.     
",,1,,Sup
"It is easy to understand but it has a flaw unlike other places where you can go in and edit maybe to delete one of something when u accidentally added more than one.  Overall i would say it's good.  Maybe you can work on the editing part and add it in it would be a big help to a lot of people.     
",,1,,Usa
"I'm not sure this is protecting my IPad at all.     
",,1,,Dep
"No privacy policy Even the developer website is barren of this information. It's an artist website to make music available to the masses.I just give a random developer my Dropbox password Do you monitor what I'm listening to What permissions does you app get Can the developers access my account or is the key stored locally Absolutely NO IDEA. BEWARE.     
",,1,,Dep
"Why does this program not work in live time What am I missing    
",,1,,Dep
"For those of us that like to have the navigation arrow without entering an address, would you add Driving Mode to the iOS app Thank you.     
",,1,,Usa
"I usually look at the widget which if great for this app except it's broken. The text is overlaid and is unreadable.     
",,1,,Usa
"I have had no problems out of this app till today, but with the last update it has been totally ruined. I can't even login to view my schedule, it keeps telling me my username and password are invalid both are working just fine on the HS website. Please fix immediately.    
",,1,,Dep
"I have traded emails with Adobe support. The popup side bar can be deactivated by going to the multitasking tab in iOS General tab and turning off Multitasking. When multitasking is turned on, a user can be using an application and do a side swipe that theoretically will show all other apps that function in split screen. If I open Safari and do this, only Acrobat pops up in that list and shows all the documents linked to Acrobat. When I open Acrobat and do a side swipe, several apps show up in that side bar. This leads me to believe the issue isn't Acrobat related, but iOS related.     
",,1,,Usa
"I see that according to Apple, this app slows down my phone and may not work in the future if not updated. Last update over 2 years ago  Do I need to go ahead and find another workout app or nah Please update because I don't like apps that slow down my phone. And as you know there's plenty of apps this one is my primary one for now The interface could stand an upgrade or two. But the app is functional and holds user accountable. I like the achievements for working out consistently or more than once a day. I like the chart where you can see how your weight changes.     
",,1,,"Per,Sup,Usa"
"It started out as great and all, but recently I can't even go five seconds in the app without it crashing..    
",,1,,Dep
"Can\'t connect to server. Failed big time. Please fix the problem.    
",,1,,Sup
"No matter how many times I rerouted it would always lead me to a toll road after choosing to take the highway. Terrible app    
",,1,,Dep
"Reported 2 years ago that it won't keep my location address. Still not tracking right. It's showing weather for my zip code but several miles away on some street at least 2 miles away.    
",,1,,Dep
"How come this valuable app doesn't sync with Apple Health. That's the first thing I would think if I was a dev.     
",,1,,Sup
"I can't login on the app    
",,1,,Dep
"I paid for this app and I still don't understand what to do     
",,1,,Usa
"This game was well worth 10 but I don't have a lot of iTunes music and I was wondering if you guys could add it so you can use other music apps like Spotify,Pandora etc. you guys are awesome    
",,1,,"Sup,Usa"
"Where do you go to grab a stored photo to use Why update to this weird interface Bring back the easy to use version. Prisma you broke my heart by completely taking out the ability to use stored photos. Deleting app. You used to be my favorite, now you're just somebody that I used to know.     
",,1,,Usa
"I love swiping, but this keyboard changes more wordsphrasespunctuations than I can handle. You will always have to change words as you type. Great concept, but way too frustrating to continue using. If you could go into the settings and turn off autocorrect, this would be the one and only keyboard to have. Unfortunately, they don't update or fix anything. I don't generally write reviews, but I would've liked to know this before downloading the app. Good luck     
",,1,,"Sup,Usa"
"This is a great app.  I use it for everyday boating around my favorite Texas lake.  Contour and depths seem to be accurate, but buy the additional map upgrades so you can input current water level each time you go out.  One issue  please fix the issue of losing depth shading when map is in overlay mode.   
",,1,,Usa
"It does not save its progress and doesn't let you tell it where it left off.     
",,1,,Usa
"The other reviewer decided it was the fault of iOS, but I have to disagree.  At the very least, Acrobat should find a way to turn off their own multitasking within their own app.    
",,1,,Usa
"REALLY needing to use this app today but it won't even load.  Very disappointing.    
",,1,,Dep
"The iWatch version does not work at all   I contacted the developer 48 hours ago. If I don't get a response within 24 hours please refund my charges. Really dissatisfied with the service and your lack of support.     
",,1,,Sup
"won\'t start on my iPad2 running iOS 7. Does it support my device?     
",,1,,Sup
"Glad to have google maps back My only complaint is that you can't add multiple stops to your destination like you can on a computerlaptop. Also, the nearby traffic widget on my phone stopped working.     
",,1,,"Dep,Usa"
"Overall, this game is a blast. Classic Mario feeling, playable on mobile devices, the music is amazing, and being able to listen to music stored on your phone is great But, if the game were able to play music from Pandora, Spotify, or YouTube Music, it would make play even more enjoyable for people    
",,1,,"Sup,Usa"
"Please add the ability to highlight something that is not text.      
",,1,,Usa
"It takes me ro where im supposed to catch my first Pokmon but i tap on the Pokmon and it doesn't do anything i tap on the catch Pokmon button but it still doesn't do anything it doesn't tell or show me how to do anything it doesn't work i was really looking forward to this game     
",,1,,Usa
"I've been using this app for over a year and I've made a lot of great art with it. There are so many different brushes you can create your own too and its design makes it simple to use and figure out The only complaint I have is that every once in a while, it crashes, but closing out of it and opening it again fixes the problem. I also don't think there are shape options, so you can't make an easy circle for backgrounds, or maybe I'm just too stupid to figure it out. Anyways, I've downloaded many drawing apps and this one is by far my favorite Awesome layout, amazing brush and canvas options, and it comes with tutorials and premade color palettes. You can also create your own color palettes and the options are endless. 1010    
",,1,,Dep
"I downloaded this early on in my pregnancy and didn't have any luck, but figured this was just because it was too early. Now, at 38 weeks, I still can't hear anything...even when baby has hiccups. Total waste of 5.    
",,1,,Usa
"I moved to Salt Lake City a few months ago. Unfortunately, Google maps keep me telling me to get wrong routes to buses that don't exist. It's a mess Almost all the times I have a wrong information related to public transportation. The sad thing is that Google Maps don't offer me to report problems related to bus routes on my Iphone. I am tired to be sent to wrong places and to be waiting for buses that don't exist. Really sad    
",,1,,Dep
"I was unhappy that the radar covers up the cities name when precip is detected. Fix the interface    
",,1,,Usa
"I'd like for an option to leave or unsubscribe from the community. I don't like this app anymore.      
",,1,,Usa
"This is my favorite work out app Please update to work with iOS 11    
",,1,,Sup
"This was good for a minute but nobody has done anything to keep it interesting. The game has become boring and needs update.     
",,1,,Usa
"This thing can't even detect my own heartbeat. I am wasting my time and money. Give me refund.    
",,1,,Usa
"Every time I try to log in now, it tells me they can't find my ID which is bull because I've used this app for months.    
",,1,,Dep
"Do not care for the street view.  The birds eye view is what set Zillow highly above any other real estate app.   Please bring back the Aerial view     
",,1,,Usa
"Ive updated and now when I walk my avatar doesnt move nor does the app seem able to handle the gps location of players. This is frustrating because I use a lot of incubators and when your gps cant track you there is no credit for your walks. Often the app will catch up to my current location but doing that makes it move fast enough it thinks you are driving.    
",,1,,Usa
"Love the app Would give 5 stars if you were able to set an alert for heart rate, when it reaches a certain bpm. Other than that, love my Fitbit and the app    
",,1,,Usa
"Whenever I use the app, a couple of songs in, the app crashes and my phone restarts automatically.    
",,1,,Dep
"A lot of noise not recomended ..don't waste your money on this useless app.    
",,1,,Usa
"The app is great but the only issue I have is that i have to tap the current city tab multiple times to get a weather update in my current location or area I live in. It is very frustrating.    
",,1,,Usa
"Why is it necessary to have a blue call out saying the same thing that the top says. I don't want to see the same this on the screen.     
",,1,,Usa
"Even following a tutorial, this app makes me feel like my 97 yearold grandma trying to code a time travel app. I want to break something.     
",,1,,Usa
"as title says, app is complete scam. one downloads languages he wants for offline translating and yet, offline translate does not work completely and utterly gutted     
",,1,,Dep
"Came up blank on first two things I looked up. I don't think it works or maybe there is a problem or some issue with the app    
",,1,,"Dep,Usa"
"Beautiful app but uses a lot of power so hard to leave on and use a lot.    
",,1,,Per
"After years of great service, this app can no longer find my location AT ALL. Like, a mile or so off. Tried restarting, deleting app and redownloading. Nothing works. Will revise my review if it turns out to be user error. I doubt it, as it simply happened one day to the next when I opened the app.    
",,1,,"Per,Usa"
"Please fix the widget for this app, it superimposes the data for multiple locations making it impossible to read.    
",,1,,Usa
"it keeps my pictures for about a week then deletes them, then it tells me i have to buy premium to get the all back.     
",,1,,"Dep,Usa"
"No syncing with iPhone's Health app Really Boooooooooooooo. You need to support all phones     
",,1,,Sup
"i want to scan my email. Can you please add this in the future release     
",,1,,Usa
"ZILLOW has been showing that the home that I presently live in, sold approximately 4 months ago for 309,000  way below what would be the market price for my home.    
",,1,,Dep
"I love this app. Discovered it after having issues with the new iTunes not syncing right on my 5S and have not looked back. My screen got damaged so I went back to my 4S while I wait or the replacement screen and digitizer to come in.  The auto format script is off a bit and I don't have shuttle controls any where but the lock screen. Please fix this. Or tell me how to.   
",,1,,"Sup,Usa"
"Every single time I update the app whether it be for various enhancements or bug fixes it crashes. I just updated it again and now it's saying no internet connection even though every other app on my phone is working just fine.    
",,1,,Dep
"Please update your app so it is compatible with future versions of iOS Thanks     
",,1,,Sup
"I love Mario run nothing wrong 4 me but will you PLEASE MAKE Pokmon star 4 3ds PLEASE after ultra sun and moon    
",,1,,Sup
